,Bedroom,Property Type,Property Subtype,Price,Location,Province,Living area,Kitchen Type,Furnished,HasFireplace,How many fireplaces?,HasGarden,Garden surface,HasTerrace,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition,Type Apartment,House,Apartment,Apartment block,Bungalow,Castle,Chalet,Country house,Duplex,Exceptional property,Farmhouse,Ground floor,House,Kot,Loft,Manor house,Mansion,Other properties,Penthouse,Service flat,Studio,Town-house,Triplex,Villa,Antwerpen,Brussels,Henegouwen,Limburg,Luik,Luxemburg,Namen,Oost-vlaanderen,Vlaams-brabant,Waals-brabant,West-vlaanderen,Hyper equipped,Installed,Not installed,Semi equipped,USA hyper equipped,USA installed,USA semi equipped,USA uninstalled,Unknown_Kitchen_Type,Furnished_No,Unknown_Furnished,Furnished_Yes,Fireplace_No,Fireplace_Yes,HasGarden_No,HasGarden_Yes,HasTerrace_No,HasTerrace_Yes,Swimmingpool_No,Swimmingpool_Yes,As new,Good,Just renovated,To be done up,To renovate,To restore,Unknown
4352,10,Apartment,Apartment block,785000.0,1080,Brussels,600,Not installed,Unknown_Furnished,No,0,No,0,No,0,400,2,No,To be done up,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
4353,5,House,House,825000.0,7830,Henegouwen,300,USA installed,No,No,0,Yes,700,Yes,130,1134,4,Yes,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
4355,3,House,Manor house,850000.0,2360,Antwerpen,284,Installed,No,No,0,No,0,No,0,20000,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4356,4,House,Villa,870000.0,2890,Antwerpen,317,Hyper equipped,Unknown_Furnished,No,0,Yes,909,No,0,1094,4,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
4357,5,House,House,895000.0,1050,Brussels,230,Semi equipped,No,No,0,Yes,176,No,0,246,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
4358,3,Apartment,Apartment block,900000.0,1000,Brussels,112,USA installed,Yes,No,0,No,0,No,0,35,2,No,As new,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4359,4,House,Villa,910000.0,1501,Vlaams-brabant,394,Installed,Yes,Yes,2,No,0,Yes,12,3435,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
4360,6,House,Country house,925000.0,1861,Vlaams-brabant,270,Installed,No,No,0,No,0,No,0,18290,4,No,To be done up,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
4361,5,House,Mansion,975000.0,1150,Brussels,350,USA hyper equipped,No,Yes,1,Yes,200,No,0,320,2,No,Just renovated,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
4363,6,House,House,999999.0,1190,Brussels,420,Installed,No,No,0,No,0,No,0,0,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4364,2,House,House,1030000.0,1190,Brussels,250,Installed,No,No,0,Yes,40,No,0,0,0,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
4365,4,House,House,1090000.0,1640,Vlaams-brabant,230,Hyper equipped,No,Yes,1,No,0,Yes,25,1262,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
4366,4,House,Villa,1100000.0,1310,Waals-brabant,343,Not installed,No,Yes,1,No,0,No,0,1860,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
4367,5,House,Mansion,1150000.0,1050,Brussels,432,Hyper equipped,No,No,0,Yes,38,Yes,80,162,2,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
4368,6,House,Exceptional property,1175000.0,1390,Waals-brabant,562,USA installed,No,No,0,No,0,No,0,1934,4,Yes,As new,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0
4369,5,Apartment,Apartment block,1195000.0,1200,Brussels,302,USA hyper equipped,No,No,0,No,0,Yes,10,0,2,No,As new,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4370,6,House,House,1200000.0,1000,Brussels,328,Hyper equipped,No,No,0,Yes,50,Yes,80,132,2,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
4371,4,House,House,1200000.0,1380,Waals-brabant,400,Installed,No,No,0,Yes,4500,No,0,45000,4,No,Just renovated,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
4372,3,House,House,1250000.0,9000,Oost-vlaanderen,329,Installed,No,No,0,No,0,Yes,22,0,2,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0
4373,5,House,Villa,1250000.0,9660,Oost-vlaanderen,4000,Installed,No,No,0,No,0,No,0,6351,0,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4374,4,House,Exceptional property,1275000.0,9300,Oost-vlaanderen,555,Installed,No,Yes,1,Yes,225,Yes,25,425,2,No,Just renovated,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
4375,10,House,Villa,1345000.0,1950,Vlaams-brabant,470,Semi equipped,No,No,0,Yes,1200,Yes,30,1886,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
4377,6,House,House,1395000.0,1640,Vlaams-brabant,400,Hyper equipped,No,No,0,Yes,2700,No,0,2700,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
4380,2,House,House,1450000.0,8660,West-vlaanderen,190,USA installed,Yes,No,0,Yes,200,Yes,40,300,4,Yes,Just renovated,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
4381,7,House,House,1475000.0,1640,Vlaams-brabant,500,Installed,No,No,0,Yes,2525,No,0,2525,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
4382,5,House,Exceptional property,1590000.0,1180,Brussels,510,USA hyper equipped,No,No,0,Yes,250,Yes,11,439,2,No,As new,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
4384,6,House,House,1950000.0,1150,Brussels,410,Hyper equipped,No,No,0,Yes,513,Yes,30,513,3,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
4385,5,House,Mansion,1985000.0,1030,Brussels,525,Installed,Unknown_Furnished,No,0,No,0,No,0,673,2,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4386,5,House,Mansion,1985000.0,1200,Brussels,525,Installed,Unknown_Furnished,No,0,No,0,No,0,673,2,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4394,4,Apartment,Apartment block,215000.0,4020,Luik,163,Semi equipped,No,No,0,No,0,Yes,5,45,2,No,To be done up,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
4395,3,House,House,300000.0,3001,Vlaams-brabant,147,Semi equipped,Unknown_Furnished,No,0,No,0,No,0,350,2,No,To be done up,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
4396,3,Apartment,Apartment,375000.0,5000,Namen,110,Installed,No,No,0,No,0,No,0,0,3,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4397,2,Apartment,Penthouse,399000.0,9000,Oost-vlaanderen,132,Installed,No,No,0,No,0,No,0,0,2,No,To be done up,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
4400,3,House,House,299000.0,4400,Luik,152,Installed,Unknown_Furnished,Yes,1,Yes,3014,Yes,74,3014,4,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
4401,3,House,House,315000.0,3700,Limburg,120,Hyper equipped,Unknown_Furnished,No,0,No,0,No,0,246,3,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4402,4,House,House,369000.0,2220,Antwerpen,180,Installed,No,No,0,Yes,315,No,0,463,3,No,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
4404,5,House,Villa,1090000.0,1410,Waals-brabant,407,Hyper equipped,No,No,0,No,0,Yes,45,775,4,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4405,4,House,Villa,1500000.0,1390,Waals-brabant,550,Unknown_Kitchen_Type,No,Yes,1,No,0,No,0,1850,4,Yes,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
4406,1,Apartment,Apartment,295000.0,3000,Vlaams-brabant,63,Unknown_Kitchen_Type,No,No,0,No,0,Yes,3,0,1,No,Just renovated,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
4407,3,House,House,193500.0,8870,West-vlaanderen,220,Installed,No,No,0,No,0,No,0,153,0,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4408,3,House,Villa,219000.0,5540,Namen,135,Installed,No,No,0,No,0,No,0,280,0,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4409,3,House,House,219000.0,8953,West-vlaanderen,123,Hyper equipped,No,No,0,Yes,457,No,0,625,0,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0
4410,3,House,House,249900.0,6890,Luxemburg,112,Unknown_Kitchen_Type,Unknown_Furnished,No,0,Yes,54,Yes,11,0,2,No,Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
4411,3,House,House,295000.0,6637,Luxemburg,0,Not installed,No,No,0,No,0,No,0,633,3,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4412,1,House,House,325000.0,8660,West-vlaanderen,68,Installed,No,No,0,No,0,Yes,4,68,2,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4413,2,House,Bungalow,349000.0,9470,Oost-vlaanderen,206,Hyper equipped,No,No,0,Yes,215,Yes,26,400,4,No,Good,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
4414,3,House,House,379000.0,8740,West-vlaanderen,253,Hyper equipped,No,No,0,No,0,No,0,596,0,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4415,2,House,House,449000.0,8490,West-vlaanderen,114,Installed,No,No,0,Yes,800,Yes,25,1110,3,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
4416,1,House,House,99000.0,8650,West-vlaanderen,72,Semi equipped,No,No,0,No,0,No,0,310,0,No,Good,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4417,4,House,House,369000.0,6940,Henegouwen,232,Installed,No,No,0,Yes,1150,Yes,40,1150,4,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
4418,2,Apartment,Apartment,179000.0,9300,Oost-vlaanderen,90,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4419,2,Apartment,Apartment,194000.0,9300,Oost-vlaanderen,90,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4420,3,Apartment,Apartment,239000.0,8450,West-vlaanderen,100,Installed,Unknown_Furnished,No,0,No,0,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4421,3,Apartment,Apartment,349000.0,7090,Henegouwen,130,Semi equipped,No,No,0,No,0,Yes,54,0,0,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
4422,4,Apartment,Apartment,580000.0,1000,Brussels,175,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4423,3,Apartment,Apartment,585000.0,3000,Vlaams-brabant,145,Hyper equipped,No,Yes,1,No,0,Yes,21,0,0,No,Unknown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1
4424,5,House,Mansion,375000.0,4430,Luik,475,Installed,No,Yes,1,No,0,No,0,178,3,No,As new,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
4425,2,Apartment,Apartment,180000.0,1070,Brussels,76,Unknown_Kitchen_Type,No,No,0,No,0,Yes,9,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4426,2,Apartment,Apartment,184500.0,8530,West-vlaanderen,79,Installed,No,No,0,No,0,Yes,5,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4427,2,Apartment,Apartment,192000.0,2100,Antwerpen,90,Installed,No,No,0,No,0,Yes,5,0,1,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4428,2,Apartment,Apartment,199000.0,2100,Antwerpen,90,Installed,No,Yes,1,No,0,Yes,5,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
4429,2,Apartment,Apartment,204500.0,8530,West-vlaanderen,84,Installed,No,No,0,No,0,Yes,18,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4431,2,Apartment,Apartment,209000.0,2200,Antwerpen,100,Installed,Unknown_Furnished,No,0,No,0,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4432,2,Apartment,Apartment,222000.0,8553,West-vlaanderen,97,Installed,No,No,0,No,0,Yes,12,0,2,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4433,1,Apartment,Penthouse,230000.0,3600,Limburg,68,Installed,No,No,0,No,0,Yes,87,0,3,No,As new,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4434,2,Apartment,Apartment,249000.0,3400,Vlaams-brabant,91,Hyper equipped,No,No,0,No,0,Yes,12,0,3,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4435,1,Apartment,Apartment,250000.0,2140,Antwerpen,85,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
4436,4,Apartment,Duplex,255000.0,4560,Luik,263,Not installed,No,No,0,No,0,Yes,10,0,2,No,As new,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4437,3,Apartment,Duplex,255000.0,4560,Luik,164,Not installed,No,No,0,No,0,Yes,12,0,2,No,As new,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4438,1,Apartment,Apartment,259000.0,1932,Vlaams-brabant,63,Installed,No,No,0,No,0,Yes,5,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
4439,1,Apartment,Apartment,260000.0,9000,Oost-vlaanderen,70,Hyper equipped,No,No,0,No,0,No,0,0,2,No,Good,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4440,1,Apartment,Apartment,265000.0,1410,Waals-brabant,63,Installed,No,No,0,No,0,No,0,0,0,No,As new,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
