Bedroom,Property Type,Property Subtype,Price,Location,Province,Living area,Kitchen Type,Furnished,HasFireplace,How many fireplaces?,HasGarden,Garden surface,HasTerrace,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
1,Apartment,Apartment,"161,000",8940,West-vlaanderen,74,Installed,0,No,0,No,0,Yes,4,0,0,No,Good
2,Apartment,Apartment,"229,000",8660,West-vlaanderen,86,Installed,No,No,0,No,0,Yes,30,0,0,No,As new
2,Apartment,Apartment,"315,000",8670,West-vlaanderen,75,Hyper equipped,No,No,0,No,0,No,0,0,0,No,Just renovated
2,Apartment,Apartment,"595,000",0,Unknown,0,Installed,No,No,0,No,0,No,0,0,0,No,Good
2,Apartment,Apartment,"650,000",0,Unknown,158,USA hyper equipped,No,No,0,No,0,Yes,4,0,0,No,Just renovated
2,Apartment,Apartment,"650,000",0,Unknown,158,USA hyper equipped,No,No,0,No,0,Yes,4,0,0,No,Just renovated
3,House,House,"90,000",4210,Luik,130,Not installed,No,No,0,No,0,No,0,1691,4,No,To renovate
3,House,House,"119,000",4683,Luik,90,0,No,No,0,Yes,830,Yes,30,1070,2,No,To be done up
3,House,House,"134,000",8480,West-vlaanderen,149,Semi equipped,No,No,0,No,0,No,0,414,3,No,To renovate
4,House,House,"145,000",4040,Luik,127,0,No,No,0,No,0,Yes,25,64,3,No,To be done up
2,House,House,"149,000",4400,Luik,90,Semi equipped,No,No,0,No,0,Yes,55,240,3,No,Good
3,House,House,"165,000",6120,Henegouwen,0,0,0,No,0,No,0,No,0,275,2,No,To renovate
2,House,House,"169,000",4690,Luik,86,0,No,No,0,No,0,No,0,140,2,No,Just renovated
7,House,House,"174,000",4040,Luik,232,0,No,No,0,No,0,No,0,779,2,No,Unknown
5,House,House,"179,000",4500,Luik,184,Installed,No,No,0,No,0,Yes,20,107,2,No,Good
2,House,House,"179,000",9230,Oost-vlaanderen,75,Installed,No,No,0,No,0,No,0,60,2,No,Good
3,House,House,"180,000",7830,Henegouwen,126,0,No,No,0,No,0,No,0,240,2,No,Good
3,House,House,"182,000",7800,Henegouwen,70,Semi equipped,No,No,0,No,0,No,0,57,2,No,Just renovated
5,House,House,"198,000",9600,Oost-vlaanderen,160,Semi equipped,No,No,0,No,0,No,0,65,2,No,Unknown
4,House,House,"219,000",4620,Luik,130,Installed,No,No,0,Yes,100,Yes,13,352,4,No,Good
4,House,House,"225,000",6220,Henegouwen,124,Not installed,No,No,0,No,0,No,0,1000,3,No,Good
4,Apartment,Apartment block,"225,000",6700,Luxemburg,154,Semi equipped,No,No,0,No,0,No,0,50,2,No,To renovate
4,House,House,"225,000",6700,Luxemburg,154,Semi equipped,No,No,0,No,0,No,0,50,2,No,To renovate
3,House,House,"239,000",8501,West-vlaanderen,174,0,No,No,0,No,0,No,0,175,2,No,Unknown
2,House,House,"249,000",3400,Vlaams-brabant,102,0,No,No,0,Yes,220,Yes,40,340,2,No,Just renovated
7,House,House,"249,000",5030,Namen,250,Installed,0,No,0,Yes,250,Yes,100,445,2,No,To renovate
4,House,House,"255,000",6630,Luxemburg,291,Semi equipped,No,No,0,No,0,No,0,4048,4,No,To be done up
3,House,House,"255,000",6640,Luxemburg,190,0,No,No,0,No,0,No,0,494,3,No,As new
4,House,House,"258,000",8870,West-vlaanderen,184,0,No,No,0,No,0,No,0,164,2,No,Unknown
3,House,House,"264,000",4020,Luik,150,Semi equipped,No,No,0,No,0,Yes,70,195,0,No,As new
6,House,House,"269,000",4610,Luik,212,Installed,No,No,0,No,0,No,0,433,3,No,Good
1,Apartment,Apartment block,"275,000",0,Unknown,115,Installed,No,No,0,No,0,No,0,153,4,No,Good
1,House,Mixed-use building,"275,000",0,Unknown,115,Installed,No,No,0,No,0,No,0,153,4,No,Good
2,House,House,"275,000",6791,Luxemburg,121,0,No,No,0,No,0,Yes,10,209,2,No,Unknown
3,House,House,"279,000",2381,Antwerpen,120,Installed,No,No,0,No,0,No,0,510,4,No,Good
4,House,House,"279,500",4620,Luik,117,Not installed,No,No,0,Yes,308,No,0,164,3,No,Unknown
3,House,House,"283,000",2850,Antwerpen,123,Installed,No,No,0,No,0,No,0,170,2,No,Good
3,House,House,"290,000",9190,Oost-vlaanderen,185,Installed,No,No,0,No,0,No,0,150,3,No,Unknown
4,House,House,"294,500",4620,Luik,117,Not installed,No,No,0,Yes,183,No,0,350,3,No,Unknown
7,Apartment,Apartment block,"299,000",4040,Luik,232,0,No,No,0,No,0,No,0,779,2,No,Unknown
5,House,House,"299,000",4040,Luik,222,0,No,No,0,Yes,180,Yes,50,516,3,No,Good
3,House,House,"315,000",3018,Vlaams-brabant,101,0,No,No,0,No,0,Yes,42,139,2,No,Just renovated
3,House,House,"320,000",1180,Brussels,145,0,No,No,0,No,0,No,0,342,2,No,To renovate
3,House,House,"325,000",8550,West-vlaanderen,160,Installed,No,No,0,No,0,No,0,389,3,No,Good
3,House,Mixed-use building,"325,000",8870,West-vlaanderen,236,0,No,No,0,No,0,No,0,0,3,No,Just renovated
3,House,House,"340,000",6700,Luxemburg,168,Installed,No,No,0,No,0,No,0,180,2,No,Good
4,House,House,"370,000",9820,Oost-vlaanderen,166,Semi equipped,No,No,0,No,0,No,0,600,3,No,To renovate
5,House,House,"390,000",5070,Namen,0,Semi equipped,No,Yes,1,No,0,No,0,1950,4,No,Good
6,House,House,"390,000",6500,Henegouwen,331,Not installed,No,No,0,No,0,No,0,1155,4,No,Unknown
3,House,Villa,"398,000",0,Unknown,120,USA installed,No,No,0,No,0,No,0,410,4,No,Good
5,House,House,"399,000",0,Unknown,180,Installed,No,Yes,1,Yes,1762,Yes,80,2326,4,No,Just renovated
3,House,Mixed-use building,"410,000",6780,Luxemburg,281,Installed,No,No,0,No,0,No,0,282,3,No,Good
3,House,House,"410,000",6780,Luxemburg,281,Installed,No,No,0,No,0,No,0,282,3,No,Good
3,Apartment,Apartment block,"410,000",6780,Luxemburg,281,Installed,No,No,0,No,0,No,0,282,3,No,Good
3,House,House,"410,000",8790,West-vlaanderen,167,Installed,No,No,0,No,0,No,0,260,3,No,As new
2,House,House,"419,000",1933,Vlaams-brabant,120,Not installed,0,No,0,Yes,350,No,0,576,4,No,To renovate
2,House,Villa,"419,000",0,Unknown,130,Installed,No,No,0,Yes,350,No,0,550,4,Yes,To be done up
3,House,Mixed-use building,"420,000",0,Unknown,100,USA hyper equipped,No,No,0,No,0,No,0,45,3,No,Good
5,House,Villa,"425,000",0,Unknown,156,Installed,No,No,0,No,0,No,0,761,4,No,Good
6,House,House,"450,000",6740,Luxemburg,328,Installed,No,No,0,No,0,No,0,1847,2,No,Good
2,House,House,"460,000",1083,Brussels,190,Installed,0,No,0,Yes,30,Yes,15,125,4,No,As new
2,House,House,"460,000",1083,Brussels,190,Installed,0,No,0,Yes,31,Yes,15,125,4,No,As new
4,House,House,"475,000",2830,Antwerpen,190,0,No,No,0,No,0,No,0,2790,4,No,To renovate
4,House,Villa,"495,000",0,Unknown,262,Semi equipped,No,No,0,Yes,700,No,0,1240,4,No,To be done up
1,House,Mixed-use building,"498,000",9600,Oost-vlaanderen,240,Installed,No,No,0,No,0,No,0,2311,4,No,Good
1,House,Country house,"498,000",9600,Oost-vlaanderen,240,Installed,No,No,0,No,0,No,0,2311,4,No,Good
4,House,House,"499,000",1200,Brussels,160,Not installed,0,No,0,Yes,40,Yes,23,160,2,No,To be done up
3,House,House,"537,000",9000,Oost-vlaanderen,224,Installed,No,No,0,No,0,No,0,83,2,No,Good
2,House,House,"575,000",0,Unknown,637,Installed,No,No,0,No,0,Yes,24,370,0,No,Good
2,Apartment,Apartment block,"575,000",0,Unknown,637,Installed,No,No,0,No,0,Yes,24,370,0,No,Good
3,House,Mixed-use building,"614,000",9070,Oost-vlaanderen,260,Installed,0,No,0,No,0,No,0,300,0,No,As new
4,House,House,"615,000",6790,Luxemburg,398,Installed,No,No,0,No,0,No,0,1740,4,No,Good
2,House,Country house,"630,000",9831,Oost-vlaanderen,175,Installed,No,No,0,No,0,No,0,1073,4,No,Just renovated
3,House,Villa,"649,500",9940,Oost-vlaanderen,340,Hyper equipped,No,No,0,No,0,Yes,40,630,4,No,Unknown
4,House,House,"685,000",6700,Luxemburg,370,Installed,No,No,0,No,0,Yes,91,790,2,No,Good
4,Apartment,Apartment block,"685,000",6700,Luxemburg,370,Installed,No,No,0,No,0,Yes,91,790,2,No,Good
4,House,Mixed-use building,"685,000",6700,Luxemburg,370,Installed,No,No,0,No,0,Yes,91,790,2,No,Good
7,House,Villa,"725,000",8870,West-vlaanderen,436,0,No,No,0,No,0,No,0,1980,4,No,Unknown
3,House,Villa,"735,000",8860,West-vlaanderen,275,0,No,No,0,No,0,No,0,2121,4,No,Unknown
5,House,Villa,"745,000",0,Unknown,210,Hyper equipped,0,No,0,Yes,500,Yes,30,700,4,No,To be done up
9,House,Villa,Make,1330,Waals-brabant,420,Semi equipped,No,No,0,No,0,No,0,1296,4,No,Good
5,House,House,"749,000",8850,West-vlaanderen,589,0,No,No,0,No,0,No,0,929,2,No,Unknown
5,House,Mixed-use building,"749,000",8850,West-vlaanderen,589,0,No,No,0,No,0,No,0,929,2,No,Unknown
5,House,House,"775,000",0,Unknown,264,Hyper equipped,No,No,0,Yes,20,Yes,20,98,2,No,Good
5,House,Exceptional property,"839,000",1700,Vlaams-brabant,0,Installed,0,No,0,No,0,No,0,6234,4,No,To be done up
3,House,Mixed-use building,"895,000",1180,Brussels,374,Installed,No,No,0,No,0,Yes,70,170,3,No,To renovate
5,House,Exceptional property,"895,000",1380,Waals-brabant,325,Installed,No,No,0,No,0,Yes,40,4780,4,Yes,To be done up
3,House,Manor house,"895,000",8380,West-vlaanderen,203,Hyper equipped,No,No,0,Yes,2440,Yes,50,2724,4,No,As new
4,House,House,"920,000",8300,West-vlaanderen,164,USA hyper equipped,No,No,0,No,0,No,0,0,2,No,As new
4,House,Villa,"970,000",3080,Vlaams-brabant,350,Installed,0,No,0,Yes,500,Yes,20,930,4,No,To renovate
5,House,House,"975,000",1180,Brussels,300,Installed,No,No,0,Yes,300,No,0,760,4,No,To renovate
5,House,House,"1,170,000",1050,Brussels,350,Hyper equipped,No,No,0,No,0,Yes,20,140,2,No,Good
3,House,Mansion,"1,195,000",8000,West-vlaanderen,333,USA installed,No,No,0,No,0,No,0,140,4,No,As new
5,House,Villa,"1,200,000",1180,Brussels,400,USA hyper equipped,No,No,0,No,0,Yes,54,2500,4,No,To renovate
4,House,House,"1,288,000",1560,Vlaams-brabant,390,Hyper equipped,No,No,0,Yes,1800,Yes,25,2500,4,No,Good
10,House,Villa,"1,350,000",1090,Brussels,850,Installed,No,No,0,Yes,2000,No,0,24000,4,Yes,To renovate
6,House,House,"1,400,000",1410,Waals-brabant,410,Hyper equipped,0,No,0,No,0,Yes,40,1120,4,No,To be done up
4,House,House,"1,650,000",1390,Waals-brabant,660,0,No,No,0,Yes,51,No,0,5857,4,Yes,To be done up
7,House,House,"1,897,500",1150,Brussels,475,Installed,No,No,0,Yes,200,No,0,1195,4,No,To be done up
6,House,House,"2,200,000",1180,Brussels,588,Installed,0,No,0,Yes,1000,No,0,1300,4,No,To renovate
5,House,Villa,"2,200,000",1180,Brussels,588,0,0,No,0,No,0,No,0,1300,4,No,To be done up
5,House,Villa,"2,350,000",1180,Brussels,310,Hyper equipped,No,No,0,Yes,1300,No,0,2285,4,No,As new
5,House,Villa,"2,495,000",1180,Brussels,400,Hyper equipped,No,No,0,Yes,1600,Yes,14,1600,4,No,As new
4,House,House,"2,495,000",1180,Brussels,450,Hyper equipped,0,No,0,Yes,750,No,0,1050,4,No,As new
7,House,Villa,"2,750,000",1970,Vlaams-brabant,475,Installed,No,No,0,Yes,7700,No,0,7925,4,No,Good
6,House,Villa,"2,800,000",1640,Vlaams-brabant,530,Installed,0,No,0,Yes,1900,Yes,60,2552,4,No,As new
5,House,House,"2,950,000",1180,Brussels,750,Installed,No,No,0,Yes,2000,No,0,2630,3,No,Good
5,House,House,"2,950,000",1640,Vlaams-brabant,655,Installed,No,No,0,No,0,Yes,321,2156,4,No,As new
7,House,House,"3,350,000",1380,Waals-brabant,850,Hyper equipped,No,No,0,Yes,40000,Yes,100,48000,4,Yes,Good
16,House,Mansion,"4,250,000",1050,Brussels,1200,0,0,No,0,No,0,Yes,30,700,2,No,As new
6,House,Exceptional property,"4,950,000",1190,Brussels,800,Hyper equipped,0,No,0,No,0,Yes,100,4895,4,Yes,As new
2,Apartment,Duplex,"615,000",9000,Oost-vlaanderen,135,Hyper equipped,No,No,0,No,0,Yes,14,0,2,No,Unknown
4,House,House,"409,000",9472,Oost-vlaanderen,349,Hyper equipped,No,No,0,Yes,350,No,0,550,3,No,Good
4,House,House,"830,000",0,Unknown,236,Hyper equipped,No,No,0,Yes,53,Yes,10,124,2,No,Good
4,House,House,"830,000",0,Unknown,236,Hyper equipped,No,No,0,Yes,53,Yes,10,124,2,No,Good
5,House,Villa,"1,650,000",1180,Brussels,546,Hyper equipped,No,Yes,2,Yes,700,Yes,60,1172,4,No,As new
1,Apartment,Penthouse,"109,000",6000,Henegouwen,60,Installed,No,No,0,No,0,Yes,20,0,0,No,Good
